user_id,course_id,rating
1291,502240,2.0
1986,806638,4.0
4156,737514,1.0
4333,377370,4.0
3516,809216,4.0
4217,808622,5.0
3962,1265678,3.0
4616,738198,1.0
1020,444644,4.0
2132,275294,3.0
430,727510,4.0
2509,607056,1.0
3938,349586,1.0
3752,1023070,5.0
1478,980408,2.0
166,924216,4.0
4142,506568,4.0
4376,226534,1.0
816,975060,3.0
2938,723522,5.0
980,1034080,1.0
1707,550842,2.0
759,1077836,3.0
3424,1194232,3.0
3115,657130,1.0
1734,1069866,5.0
2786,1162656,5.0
1299,892898,5.0
294,471440,1.0
3016,814206,2.0
1685,829962,1.0
4421,51752,1.0
3467,609992,3.0
1124,399938,1.0
606,755680,1.0
2512,810234,2.0
494,1250934,5.0
2924,631472,2.0
2686,65105,4.0
1503,269832,5.0
2353,265960,3.0
1538,195196,1.0
4488,1088178,1.0
2818,146454,4.0
373,133968,4.0
2674,68876,3.0
2292,233294,1.0
4349,548044,5.0
4085,635248,5.0
1256,1055424,1.0
4627,1182108,4.0
4961,510784,1.0
3287,551910,1.0
230,986742,3.0
137,1198166,5.0
1698,1070976,2.0
3489,931152,3.0
929,1102436,2.0
2185,574974,4.0
1780,48841,1.0
2677,1195812,4.0
1863,1169848,4.0
251,474076,2.0
2082,839032,2.0
3284,571730,2.0
4482,787204,4.0
4225,975060,4.0
3723,1266892,3.0
1819,199500,2.0
3958,212624,2.0
1651,155616,3.0
1381,125806,1.0
3901,865438,2.0
507,22445,2.0
4689,846962,2.0
1488,629088,2.0
1434,549094,5.0
1926,442504,4.0
1389,383852,1.0
1887,997128,3.0
2068,518188,1.0
440,861742,5.0
1830,555340,4.0
1327,1078254,4.0
2958,307080,5.0
2257,559512,1.0
872,1253868,3.0
3114,735796,4.0
4617,213532,2.0
3998,982860,5.0
3031,743970,5.0
386,1071060,2.0
2856,618586,1.0
4944,1151092,5.0
1010,73080,1.0
1192,925854,5.0
1357,988678,2.0
4335,1013190,5.0
3876,1260288,2.0
4258,585566,3.0
3548,208126,4.0
3208,828596,5.0
4291,577796,3.0
131,1269590,1.0
1502,1000574,3.0
4629,806122,1.0
2636,323196,3.0
3760,831294,2.0
1851,470288,5.0
4249,1072156,3.0
106,656914,4.0
3931,1227792,3.0
1897,923616,1.0
3237,544176,2.0
2717,559328,1.0
726,1031648,4.0
2380,897146,3.0
3255,932804,4.0
2069,16689,5.0
2736,1239068,2.0
2424,854746,1.0
3989,863812,4.0
4198,416282,4.0
3138,822444,3.0
1175,1196538,3.0
3422,514844,3.0
4958,1220862,2.0
2060,371828,4.0
2018,885974,5.0
418,452684,3.0
2215,109988,3.0
2277,667744,3.0
4983,59725,3.0
4213,652768,4.0
3789,205764,4.0
2297,130298,3.0
271,377370,4.0
2600,948294,2.0
3200,745832,4.0
4828,929526,3.0
920,233900,2.0
3117,964118,3.0
2581,77532,3.0
419,1025026,5.0
4403,1126016,1.0
4830,955818,5.0
3089,866384,5.0
57,595728,1.0
4686,699382,2.0
4409,1029322,5.0
2315,265960,2.0
3235,826366,3.0
4572,575644,3.0
1536,131562,2.0
3097,434100,1.0
2985,218540,2.0
2868,527834,5.0
2280,902300,3.0
3352,212506,3.0
498,527952,1.0
3731,996612,5.0
335,707224,3.0
3906,1119092,4.0
3224,442114,3.0
3805,1170894,1.0
4484,719920,4.0
3190,1198302,3.0
3602,390198,2.0
4851,654680,4.0
1817,427040,2.0
1553,252396,3.0
618,62497,4.0
2911,247558,4.0
3680,405926,3.0
356,1009166,5.0
1838,611804,1.0
4910,564546,4.0
1748,1203894,5.0
2310,28556,5.0
2439,469848,3.0
2715,549064,3.0
4265,773060,3.0
2979,538560,5.0
4111,834226,3.0
4721,611420,3.0
4147,174562,3.0
1778,908664,1.0
4038,369726,3.0
374,344224,2.0
628,559204,1.0
645,486240,3.0
935,1121696,2.0
3965,1240522,3.0
1598,469526,2.0
2929,880564,1.0
233,703770,4.0
4025,596192,3.0
1468,718338,2.0
2744,379682,3.0
355,647520,5.0
1166,414744,2.0
3025,1088656,2.0
2568,782194,4.0
3155,944594,4.0
3847,1000966,4.0
1289,599684,4.0
1966,73898,2.0
2597,1103448,3.0
4821,818572,2.0
1029,742602,2.0
4715,796188,3.0
3534,669536,3.0
3479,1125814,4.0
1867,233900,2.0
332,572992,4.0
871,975414,3.0
542,360916,3.0
3252,939882,4.0
4416,557436,4.0
418,443584,4.0
127,426196,2.0
2252,412108,3.0
27,286070,2.0
2833,380206,4.0
1083,41295,4.0
3893,982328,4.0
2499,288110,1.0
812,471546,1.0
3618,1113036,3.0
1726,406054,1.0
3992,1231872,1.0
1722,655300,1.0
760,305368,4.0
1473,588264,2.0
1305,839026,2.0
647,372518,1.0
1827,1232356,2.0
3545,249376,5.0
4998,1223310,4.0
1458,447210,5.0
1855,171598,1.0
1878,601260,1.0
3437,1259396,3.0
2233,433084,2.0
1633,499504,1.0
2155,481002,3.0
2690,1132694,4.0
4804,883002,4.0
3583,941120,3.0
3894,874656,4.0
1363,705444,1.0
2967,953442,3.0
2164,1099956,1.0
1067,280194,4.0
3489,214828,3.0
948,406820,2.0
3364,217978,2.0
3879,1227748,3.0
4433,944886,4.0
2012,629704,4.0
3321,737758,3.0
4637,1127048,4.0
4218,94428,5.0
1192,640496,5.0
964,25615,2.0
4160,886300,5.0
704,403106,3.0
3068,768366,3.0
3233,839030,3.0
3236,929526,4.0
3615,928858,4.0
2950,968292,5.0
3966,592338,2.0
405,1268616,4.0
3523,822514,3.0
2665,326338,3.0
4945,778084,5.0
3810,73962,2.0
1062,140238,2.0
1275,440006,3.0
4195,1106148,2.0
1186,24815,3.0
1782,1000574,4.0
1715,994740,5.0
3373,791030,5.0
4974,1165588,5.0
1594,514398,4.0
2626,993754,5.0
1930,744080,5.0
2632,953432,1.0
3987,519776,2.0
3418,286898,5.0
2483,1025536,2.0
4680,106156,1.0
3509,691641,1.0
2456,542254,1.0
3975,963412,1.0
220,1000988,3.0
1641,565282,4.0
3364,903526,2.0
3526,918688,2.0
1725,1170920,3.0
2225,652438,1.0
242,803028,5.0
2121,403106,3.0
1724,753154,5.0
4591,552504,3.0
215,830568,4.0
3454,1053406,3.0
1870,152244,3.0
2170,775618,1.0
3531,339086,5.0
1007,833442,1.0
480,211714,4.0
145,708674,1.0
2144,1015308,5.0
1509,1257976,4.0
1764,1189508,5.0
1004,766592,3.0
2075,1136446,1.0
4522,949504,2.0
23,673420,3.0
3611,826568,5.0
3637,235112,1.0
3673,903526,2.0
515,833182,4.0
1038,556068,4.0
2326,978852,5.0
3083,846210,3.0
4676,161986,1.0
3809,297602,2.0
867,235104,4.0
1593,341952,1.0
301,790034,5.0
120,1252410,1.0
794,139784,2.0
1328,636418,3.0
4831,511934,2.0
1156,455452,4.0
2731,357726,2.0
296,105350,4.0
1746,180384,4.0
4992,1272282,4.0
3292,56970,1.0
2756,753934,4.0
4911,1055322,1.0
2512,1115348,2.0
3458,429866,5.0
2550,316750,2.0
3463,47504,2.0
3556,852426,1.0
1500,1222836,4.0
2140,807934,1.0
4849,1008098,3.0
2279,501140,5.0
2988,860656,5.0
3047,1029554,5.0
4016,256094,3.0
3272,93484,2.0
2496,255604,3.0
4862,771044,2.0
648,147104,2.0
2233,81064,5.0
3128,704732,5.0
3758,334530,5.0
173,769518,1.0
1708,667122,4.0
1590,1109736,5.0
556,723522,3.0
3821,1000988,1.0
765,595818,5.0
2553,787236,5.0
4016,1100746,2.0
2624,631754,3.0
2590,307080,4.0
2196,358998,4.0
4117,364566,2.0
4208,1211800,4.0
3521,777654,3.0
4873,1197650,4.0
2096,593128,5.0
1634,667992,3.0
3438,846156,4.0
3727,837798,2.0
1712,226534,3.0
2673,364206,1.0
2604,1062092,4.0
600,814200,4.0
4468,1172370,4.0
153,905850,1.0
1109,563020,2.0
1949,812602,4.0
2588,1016536,2.0
1987,746432,3.0
4931,789324,2.0
4347,1174446,5.0
331,1139792,2.0
1649,722754,3.0
2074,544944,1.0
2524,56926,5.0
4629,86558,3.0
3865,1143414,3.0
2899,364566,1.0
1641,913194,3.0
2509,538560,1.0
76,842728,5.0
2391,829962,3.0
1377,1132342,5.0
2038,1260674,2.0
4854,388164,2.0
3165,275294,4.0
3145,814848,1.0
31,628356,3.0
2177,945978,1.0
4899,134144,2.0
3222,749616,3.0
469,787236,3.0
1799,655300,4.0
2867,641868,1.0
4117,439968,1.0
173,707682,4.0
741,513528,3.0
2967,967058,4.0
681,543242,3.0
3814,379814,5.0
4499,297390,5.0
508,421546,5.0
3937,436488,1.0
2345,861528,3.0
4950,372442,1.0
759,45139,4.0
4172,188064,3.0
3040,638100,4.0
4104,306556,2.0
2027,650222,1.0
1958,722174,4.0
4828,397946,2.0
4593,212438,3.0
1175,1191946,4.0
2353,80940,4.0
834,754028,1.0
1073,1092766,3.0
3169,1191088,1.0
256,172898,1.0
3362,30318,1.0
4421,93850,3.0
1696,854756,2.0
461,530768,2.0
4782,1027276,3.0
1980,1013380,3.0
4295,21386,1.0
3499,465210,1.0
4698,595818,2.0
575,862428,5.0
3431,683606,1.0
1577,1189926,3.0
4958,1188742,4.0
3240,245822,2.0
339,368916,5.0
1362,420652,4.0
3750,801486,4.0
2834,242382,3.0
1710,1094930,4.0
44,446936,2.0
2469,1058530,2.0
666,517366,5.0
4421,498488,2.0
1446,950894,4.0
569,644820,2.0
4239,637402,4.0
3279,782460,2.0
121,1221032,5.0
1002,1002282,3.0
4576,720300,4.0
3104,466774,5.0
2587,821788,5.0
4605,729552,3.0
3308,317278,2.0
2068,19653,5.0
4037,997470,4.0
657,1103272,4.0
4882,489146,5.0
3103,549094,4.0
1395,667122,5.0
2143,670640,1.0
4066,472526,2.0
802,239268,1.0
967,462474,2.0
3951,593962,1.0
4233,22445,4.0
3155,1107954,4.0
78,1191504,3.0
3748,996542,2.0
343,895244,4.0
2869,943386,3.0
1165,402508,3.0
4980,709816,5.0
3840,188584,2.0
3760,1219814,4.0
3232,708514,1.0
3276,671548,2.0
2578,1142202,1.0
4852,1089744,1.0
1343,512400,4.0
2678,201942,2.0
1500,532216,1.0
2875,548068,1.0
4553,339086,2.0
580,352150,1.0
2263,611370,2.0
2404,676554,2.0
3836,673420,5.0
1076,801702,1.0
2293,774910,5.0
3767,846412,5.0
3399,373556,1.0
616,752658,2.0
3870,271652,1.0
4837,1268616,5.0
1851,258232,4.0
146,1102962,5.0
813,794398,5.0
4136,978272,1.0
281,657518,2.0
2113,15467,2.0
2534,1234108,5.0
2128,1029322,4.0
1780,518886,2.0
3701,1136912,5.0
4687,932842,4.0
3768,570844,2.0
180,561800,5.0
1846,161986,3.0
2851,865438,2.0
169,1242692,4.0
823,151120,1.0
232,1147458,3.0
4239,895302,2.0
3625,454724,3.0
2240,425338,4.0
1171,473474,5.0
777,41973,5.0
458,17349,2.0
3205,494330,3.0
1141,873386,5.0
1978,467426,4.0
91,609992,1.0
2217,1002030,2.0
1614,832870,1.0
299,1004788,3.0
2767,1147064,2.0
3838,1207112,2.0
2630,629044,5.0
649,129274,2.0
1120,639654,1.0
1028,413713,4.0
1610,679992,5.0
3952,317030,3.0
3039,1111562,5.0
2989,1052118,4.0
1648,1165268,3.0
632,960786,2.0
1295,517866,4.0
3064,474928,1.0
3325,197610,4.0
4414,501960,4.0
3064,73938,2.0
3721,809216,5.0
2127,1045886,3.0
1095,1085580,3.0
3456,730542,2.0
3494,1240148,4.0
3919,1217778,4.0
2602,1004008,1.0
3609,756150,3.0
3311,790034,3.0
470,986742,1.0
577,207166,2.0
2305,219306,1.0
3647,515260,2.0
4907,247558,5.0
4948,221872,5.0
18,792216,2.0
4485,908324,2.0
4458,581352,2.0
4276,1053272,5.0
1007,743932,4.0
1049,505144,5.0
4646,606494,3.0
812,425338,2.0
4993,625920,5.0
3515,834114,2.0
2403,661802,5.0
2194,344348,4.0
1509,1172370,5.0
1,855188,5.0
427,1249378,1.0
853,863976,1.0
370,493014,1.0
878,210020,1.0
1309,1128560,4.0
1992,780150,5.0
767,834600,4.0
2923,713258,3.0
2418,192870,2.0
1859,709500,4.0
1829,446608,2.0
3152,565282,2.0
4124,723878,3.0
3218,382204,1.0
450,286160,2.0
4745,576722,2.0
548,1196852,5.0
1135,1268616,3.0
4140,513782,5.0
3162,502588,1.0
2418,568322,3.0
2334,670034,2.0
2942,494800,4.0
1366,408440,1.0
1310,941120,2.0
4951,631128,1.0
1011,42146,3.0
1687,1024888,1.0
3852,665278,4.0
4769,1104494,5.0
4814,722682,4.0
3319,1030976,1.0
4962,399640,4.0
124,1232382,4.0
2729,982860,5.0
1037,724596,2.0
4577,298522,1.0
2952,974704,2.0
2532,650720,3.0
3261,1201054,2.0
1171,501960,2.0
1027,361286,1.0
2957,761808,5.0
1514,555952,5.0
4726,283038,3.0
1113,113706,2.0
1033,77642,3.0
2963,1003250,3.0
4457,1034074,2.0
1592,1115348,2.0
2648,1124590,2.0
1592,823860,5.0
4343,531290,2.0
1536,902888,2.0
3077,715476,4.0
2617,931588,4.0
4717,637430,1.0
3855,949282,4.0
4166,186096,4.0
2750,1164720,3.0
1743,168358,4.0
2678,581598,5.0
3275,745832,4.0
4483,1101204,4.0
1657,642696,1.0
4341,260444,4.0
4047,77896,1.0
3345,217320,4.0
3580,1181652,4.0
2437,695656,5.0
3490,762648,5.0
3430,363078,4.0
1705,1069866,5.0
3543,206088,1.0
697,867440,1.0
4000,492954,1.0
348,469526,5.0
64,854764,3.0
3877,1243448,5.0
4991,482534,3.0
4367,942366,3.0
1938,403106,2.0
61,824020,5.0
3888,572268,2.0
4789,563248,4.0
962,249950,3.0
3066,787096,2.0
4509,765056,3.0
1455,803028,4.0
799,554384,1.0
4113,733654,2.0
3096,308696,3.0
1843,843854,4.0
2164,1031696,3.0
1755,1024888,4.0
4493,923146,1.0
1255,1170074,4.0
423,1170894,5.0
2687,476988,1.0
93,585496,3.0
1093,192576,4.0
1192,1063722,4.0
891,1163894,4.0
4549,106156,4.0
950,688092,1.0
900,1255114,2.0
2046,1121650,3.0
3573,904890,5.0
3163,210020,5.0
3608,1193950,1.0
3318,703770,4.0
92,123242,2.0
1727,987064,5.0
3487,892446,1.0
2299,1225030,5.0
1775,906700,5.0
902,65355,1.0
1779,767656,4.0
1439,697798,5.0
1061,1242692,5.0
1392,1178820,4.0
335,806020,5.0
3166,1216752,4.0
17,77532,5.0
1837,982860,1.0
434,452182,5.0
2857,1196538,4.0
2684,574082,2.0
509,1228708,1.0
60,1266148,5.0
4744,1046768,5.0
837,996612,1.0
1463,159388,4.0
2921,467186,4.0
545,671960,1.0
4636,996868,2.0
4647,478598,1.0
4973,746790,5.0
1638,1083744,4.0
4002,552198,2.0
1062,707224,5.0
151,686430,1.0
2748,628356,4.0
4288,611420,3.0
1016,480752,1.0
3160,920604,3.0
772,858762,3.0
4843,714724,4.0
31,516062,2.0
1593,525114,1.0
48,778112,5.0
4156,783778,3.0
1819,1034074,3.0
2453,1112844,1.0
3945,403100,1.0
1555,609642,2.0
2428,647884,4.0
930,1172166,1.0
3205,939536,2.0
3309,177214,2.0
1494,707224,3.0
2756,1035923,2.0
4619,515326,2.0
510,1269190,4.0
1625,459926,1.0
3662,1165780,3.0
3845,297390,2.0
964,407984,1.0
975,701662,1.0
1194,403106,2.0
1183,149602,5.0
2840,429366,4.0
130,229360,5.0
1996,1076244,4.0
3675,214418,4.0
3907,530430,5.0
4662,405840,2.0
1375,920604,2.0
986,1013676,4.0
1522,177472,4.0
1836,818786,1.0
3988,371074,2.0
138,576108,2.0
2153,421054,1.0
3166,1214144,1.0
2704,1223336,4.0
3880,1035638,5.0
2730,1075808,2.0
2906,40670,4.0
1433,840300,1.0
3253,1166070,1.0
865,1068590,1.0
2335,1223000,4.0
1915,105972,2.0
2019,1036338,4.0
542,1178226,5.0
4244,218416,3.0
10,608436,2.0
1263,114518,5.0
3260,575880,1.0
4040,929260,5.0
494,742142,1.0
563,260470,3.0
3536,1053462,2.0
2730,967486,3.0
1380,1210652,1.0
1218,647338,2.0
3646,956102,4.0
181,460056,5.0
3469,648506,3.0
3890,723510,3.0
4742,532572,1.0
3410,693812,4.0
1167,151668,4.0
339,123242,5.0
4545,1148342,2.0
4548,475912,1.0
1362,132878,2.0
2015,658766,5.0
2144,741898,1.0
4866,1013380,4.0
2252,411168,2.0
2428,755680,3.0
1175,392526,4.0
152,908996,1.0
1866,955138,5.0
316,742764,4.0
3034,383204,4.0
3260,834114,3.0
4601,1111630,5.0
3469,258232,5.0
4447,846578,2.0
1952,450246,1.0
3805,446022,3.0
3255,866528,4.0
659,552198,3.0
4279,719698,2.0
1508,764042,5.0
4464,1019276,3.0
3170,717278,3.0
3113,786494,1.0
2950,352782,2.0
387,185538,1.0
3582,608090,1.0
1447,1110470,1.0
29,398224,3.0
4857,269830,5.0
3857,199500,5.0
2548,573064,5.0
1950,975060,4.0
3385,619610,4.0
44,1187084,2.0
430,1052180,4.0
1776,352774,3.0
2827,1234656,4.0
3810,1178150,4.0
3167,119276,2.0
828,997814,3.0
2758,416738,3.0
1488,598266,1.0
1570,153210,2.0
2758,362360,3.0
1046,814848,4.0
3747,746790,2.0
2432,1056242,1.0
1782,588264,3.0
1653,1089652,5.0
4010,972126,2.0
1517,222976,1.0
2240,996320,3.0
4170,474928,1.0
477,464844,4.0
3829,421054,2.0
1380,396890,2.0
700,1105344,4.0
2832,425086,4.0
21,320798,5.0
3611,179500,2.0
1625,904462,3.0
3636,855172,3.0
3114,1142428,2.0
1001,801702,5.0
1031,996868,3.0
160,851106,4.0
4172,924704,1.0
4682,298044,4.0
2566,856968,1.0
1772,681390,2.0
3215,1232312,2.0
3859,548068,4.0
202,53211,4.0
4586,709460,1.0
734,255280,3.0
2327,1002282,3.0
3492,1205894,1.0
845,707224,2.0
2177,418386,5.0
2836,530246,4.0
2109,402508,3.0
1914,441106,5.0
4797,883828,1.0
4042,619296,5.0
4204,638980,2.0
1375,1002272,4.0
601,339382,3.0
4374,997750,1.0
1928,1049344,4.0
395,1148342,3.0
4761,50528,5.0
3881,1036028,2.0
2217,635716,3.0
3489,94430,3.0
1951,276680,3.0
2691,782192,1.0
416,1272282,5.0
3264,1076424,4.0
4580,287010,1.0
9,757450,4.0
3750,828042,3.0
3594,1275790,5.0
529,43291,5.0
969,1241518,4.0
4641,724436,2.0
1167,1242604,2.0
1793,421546,4.0
2870,782430,3.0
3363,425126,3.0
1643,806122,3.0
1418,473548,2.0
3861,1259422,2.0
3691,673702,1.0
4545,373636,2.0
3411,738552,1.0
4037,1015274,1.0
662,145812,5.0
2249,125162,3.0
2665,253246,5.0
278,564446,3.0
4339,1045726,3.0
1357,211874,1.0
4681,906760,3.0
2375,460652,2.0
2393,327962,1.0
2686,733922,4.0
3768,231176,2.0
3613,971110,4.0
4745,1013676,3.0
3093,520766,3.0
3093,322118,3.0
2960,1047750,5.0
4135,1232282,4.0
2681,1271430,2.0
3767,634754,5.0
46,1260674,2.0
914,585946,4.0
365,743846,3.0
2751,794151,3.0
1969,847808,2.0
1814,421018,3.0
4754,710486,3.0
1987,74782,2.0
3123,575676,2.0
965,575644,4.0
2638,1110756,4.0
3476,822926,2.0
882,601912,1.0
4480,1240408,4.0
324,762648,5.0
2057,398522,5.0
4412,210020,4.0
504,1055424,4.0
2132,302468,3.0
3038,1160004,2.0
4508,941120,1.0
2997,1041522,3.0
2258,96698,2.0
1953,551170,4.0
3376,751230,1.0
3365,997814,1.0
2992,744696,3.0
2598,1058530,4.0
3470,1142202,2.0
923,258886,1.0
2961,242176,1.0
3037,303514,3.0
1767,516168,3.0
2832,994740,3.0
2343,21386,2.0
1631,353044,1.0
2393,902748,5.0
4504,1057040,1.0
1579,782256,4.0
607,470472,2.0
1820,1164568,5.0
2179,787236,4.0
2827,1027276,5.0
391,520308,5.0
4617,1217778,3.0
3560,1150468,5.0
133,886614,2.0
2463,876646,1.0
3083,1088924,2.0
4385,1200856,5.0
272,861528,3.0
1742,275294,1.0
2569,1008100,2.0
661,975626,3.0
4874,1156530,5.0
627,635716,3.0
2316,831294,2.0
4713,552598,2.0
1195,1027342,1.0
348,403764,2.0
4001,73860,4.0
3238,515256,3.0
1864,149042,3.0
2700,1011058,2.0
4961,1005312,4.0
3087,779000,3.0
2387,1121650,3.0
3367,611518,5.0
3906,173548,2.0
219,560990,4.0
3090,981600,1.0
1647,12214,4.0
1441,263672,5.0
514,396888,3.0
4132,538560,2.0
4426,965832,3.0
2601,968056,2.0
2182,1187758,3.0
501,904076,2.0
609,785388,5.0
4418,505126,5.0
3515,718426,4.0
2877,642060,4.0
2624,186556,1.0
4019,258886,1.0
3532,1250824,4.0
2204,638100,4.0
2651,149716,2.0
2932,842728,2.0
230,902476,5.0
3502,722682,4.0
2114,822444,1.0
4857,30240,2.0
442,855816,4.0
3955,561188,3.0
1856,63612,5.0
3594,1161118,3.0
3149,644820,1.0
2087,1182330,5.0
1880,710420,5.0
4061,38456,5.0
209,1141560,3.0
4530,917432,3.0
4149,749560,1.0
26,1026760,3.0
1817,73044,5.0
2911,1140532,5.0
3939,564546,5.0
3872,311530,4.0
1236,371574,4.0
2266,950748,4.0
122,883828,3.0
2395,263846,4.0
4065,811416,3.0
322,667992,4.0
1836,207304,5.0
4430,1214670,1.0
1255,910838,4.0
186,815182,2.0
2513,945978,2.0
4344,398456,3.0
2662,262818,2.0
4357,561188,2.0
896,415802,2.0
3409,885443,3.0
1963,637452,1.0
2496,929016,4.0
2383,360916,4.0
4726,724824,5.0
2866,854694,5.0
1269,833770,5.0
2321,618396,4.0
4068,954948,4.0
2861,854746,5.0
2814,933394,2.0
4333,1062686,2.0
392,380668,3.0
2014,664764,2.0
52,177584,4.0
4172,313484,4.0
4487,482208,5.0
4471,382258,2.0
1750,1196816,4.0
1411,235104,5.0
1760,381330,3.0
1497,810234,2.0
130,883394,2.0
4866,837322,3.0
1156,700080,1.0
3320,719920,3.0
4217,906760,2.0
2116,920306,1.0
2812,938680,1.0
3548,979616,3.0
3862,266682,2.0
443,1229274,1.0
3684,1154754,4.0
3924,1051856,5.0
794,773824,3.0
2485,637430,2.0
831,499504,1.0
82,11475,4.0
4498,113712,2.0
936,654832,2.0
236,43441,3.0
4003,1067516,5.0
1085,190816,1.0
2305,658816,3.0
1915,720814,5.0
524,521440,2.0
1072,990284,1.0
54,114518,2.0
579,294914,4.0
1136,19164,3.0
2781,707224,3.0
641,173548,1.0
1118,975046,3.0
1432,559438,2.0
4452,563708,5.0
1262,191854,1.0
2954,788514,5.0
2241,832478,4.0
2144,1269190,3.0
541,897146,2.0
4676,965306,4.0
2255,241590,4.0
1915,399938,5.0
297,233900,3.0
1069,311846,5.0
4691,1012040,2.0
3074,352150,3.0
2977,988804,1.0
3556,1194426,2.0
2726,769340,3.0
3581,62252,3.0
2751,624662,4.0
2212,383852,1.0
364,430962,2.0
2353,522426,1.0
1635,837322,4.0
3573,966794,5.0
4431,649404,4.0
2829,1020760,5.0
420,525114,1.0
909,1256136,1.0
4519,530426,5.0
550,1143414,4.0
2093,614668,1.0
815,1115128,1.0
2364,749686,4.0
2014,904240,4.0
2295,301442,3.0
3228,1210062,2.0
2413,645714,5.0
2983,753154,4.0
3126,327310,5.0
454,881210,3.0
4127,932842,1.0
4551,1078522,3.0
2593,607362,2.0
1799,865634,4.0
4506,822808,3.0
3512,730414,4.0
4948,849632,2.0
4169,660876,3.0
2697,1253868,2.0
497,1047408,3.0
520,1079370,3.0
2017,369132,5.0
4352,65355,3.0
595,935014,5.0
3858,922600,1.0
2293,749542,2.0
4876,461160,5.0
837,1116196,3.0
4645,805336,5.0
4200,311638,4.0
2182,954710,1.0
4738,966794,4.0
603,742142,3.0
