user_id,course_id,rating,enrollment_status,completion_status,timestamp
3474,636548,5,No,Completed,2024-08-10
4574,927186,1,Yes,Completed,2024-07-18
2315,265960,2,No,In Progress,2024-04-11
4900,1245356,5,No,Completed,2024-06-01
3686,1128984,4,No,Not Started,2024-03-31
4581,538560,1,No,In Progress,2024-08-21
3607,574428,3,No,Completed,2024-03-01
2872,522426,5,No,In Progress,2024-07-10
3414,904890,2,No,In Progress,2025-01-18
3677,1196728,2,Yes,Completed,2024-03-22
837,654038,2,No,Completed,2024-08-08
1740,1050632,3,No,Completed,2024-05-27
3543,667992,5,No,In Progress,2024-04-07
2293,749542,2,No,Completed,2024-11-03
3041,797040,2,Yes,Not Started,2024-11-10
1883,236070,3,Yes,Not Started,2024-04-12
3187,371896,2,Yes,Not Started,2024-12-25
200,874166,5,No,Not Started,2024-12-08
1158,658766,2,Yes,Completed,2024-07-04
4984,900472,4,No,Completed,2024-03-28
3366,907966,1,Yes,Completed,2024-09-23
4267,863954,5,Yes,In Progress,2024-05-21
54,114518,2,No,Completed,2024-08-31
3131,602032,1,Yes,Not Started,2024-08-19
360,695656,3,No,In Progress,2025-01-04
4175,593962,4,Yes,Not Started,2024-10-03
2975,1112844,1,No,Not Started,2024-11-05
3697,15285,5,No,In Progress,2024-12-10
809,459468,4,No,Not Started,2024-09-12
3562,993148,2,Yes,In Progress,2024-07-26
3142,551968,2,No,Completed,2024-10-14
407,909970,3,No,In Progress,2024-06-07
640,885479,2,Yes,Completed,2024-07-29
743,502240,2,No,Completed,2024-05-17
2412,380970,4,Yes,In Progress,2024-10-30
189,548068,2,No,Completed,2024-09-15
1027,599532,3,No,Completed,2024-09-04
3597,575040,4,No,In Progress,2024-11-17
164,376712,5,Yes,In Progress,2024-08-05
1805,363058,4,No,Completed,2024-10-04
4479,489114,1,No,Not Started,2025-01-29
1156,1110256,1,No,Not Started,2024-11-21
2755,467186,4,No,Completed,2025-01-11
48,497268,2,No,Not Started,2024-12-19
1699,1049092,4,No,Not Started,2024-09-20
3631,306360,3,No,Not Started,2024-07-17
1846,395140,3,Yes,In Progress,2024-05-24
2704,656522,5,Yes,Not Started,2024-03-13
1977,65355,5,Yes,Completed,2024-07-11
1728,409818,1,Yes,In Progress,2025-01-12
1064,1178762,1,No,In Progress,2024-08-25
1157,607056,4,Yes,Not Started,2024-08-19
2685,64605,3,Yes,Completed,2024-08-08
576,1034520,1,Yes,In Progress,2025-01-03
4917,1225194,1,No,Completed,2024-06-20
2619,804096,4,Yes,In Progress,2024-10-07
209,96698,2,Yes,In Progress,2024-07-27
1709,19421,3,Yes,In Progress,2024-08-31
1904,73068,2,Yes,In Progress,2024-03-11
3372,564966,3,No,In Progress,2024-06-06
1083,41295,4,Yes,Completed,2024-09-11
4849,258232,5,Yes,Completed,2024-10-14
3477,1036170,1,No,In Progress,2024-07-06
4452,1245392,4,Yes,In Progress,2024-07-29
1881,54246,3,No,Not Started,2024-08-20
3180,578750,5,No,Not Started,2024-07-20
4327,1104500,1,Yes,Not Started,2025-02-10
1088,116924,1,No,Completed,2025-01-12
4643,1103590,2,No,Completed,2024-11-13
1094,700942,4,Yes,Completed,2024-04-03
4515,344180,5,No,In Progress,2024-04-23
2476,471352,1,No,Not Started,2025-01-31
1661,650328,4,Yes,In Progress,2024-03-08
108,142666,4,Yes,In Progress,2024-06-12
405,1268616,4,No,In Progress,2024-05-19
4808,456284,4,No,Not Started,2024-06-11
1456,1009802,1,No,In Progress,2024-08-15
2818,1113702,3,No,In Progress,2025-01-14
2576,1116700,4,No,In Progress,2024-11-27
4414,860890,2,Yes,Completed,2024-06-15
2960,818786,1,No,Completed,2024-09-19
3794,943426,5,No,Completed,2024-07-04
769,288854,1,Yes,Completed,2024-05-10
2967,1219520,4,No,Not Started,2024-10-15
1500,532216,1,Yes,Not Started,2025-01-12
4330,708674,5,No,Completed,2024-09-13
1405,94430,2,Yes,Not Started,2024-11-24
693,68876,3,Yes,Completed,2024-07-19
4773,670640,5,Yes,Not Started,2024-11-19
3970,629088,5,Yes,Completed,2024-03-10
3852,1021760,5,No,Completed,2024-03-13
3546,303514,3,Yes,Completed,2024-10-27
506,1097288,3,Yes,Completed,2024-03-19
1564,571730,5,Yes,Completed,2024-09-25
1219,463834,5,Yes,In Progress,2024-05-02
987,297742,1,Yes,In Progress,2024-04-13
2816,970874,3,Yes,Completed,2024-09-28
3493,137650,5,No,Completed,2024-05-15
4940,564966,4,Yes,Not Started,2024-06-27
4223,53549,2,Yes,Not Started,2024-08-16
3224,869312,2,Yes,Completed,2024-02-17
3475,1239022,3,No,Completed,2024-03-11
950,328476,4,Yes,Completed,2025-01-21
1522,990440,1,Yes,In Progress,2024-02-25
983,56585,2,No,Completed,2024-05-30
4775,702278,4,No,Not Started,2024-08-09
1422,217978,5,Yes,In Progress,2024-06-13
743,1005312,4,No,Not Started,2024-11-01
61,824020,5,Yes,Not Started,2024-05-09
3502,429366,4,Yes,Completed,2024-08-24
2325,470482,3,No,Completed,2024-10-07
4599,1244302,5,Yes,In Progress,2024-06-26
352,753154,5,No,In Progress,2025-01-07
3056,1269590,4,Yes,In Progress,2024-12-05
2071,599532,2,No,Not Started,2024-02-20
3963,520116,2,No,In Progress,2024-05-31
1472,1233350,2,No,Not Started,2024-11-25
3548,540724,2,No,In Progress,2024-05-24
1610,679992,5,Yes,In Progress,2025-01-26
2081,885974,4,No,Completed,2025-01-27
993,812616,1,Yes,Not Started,2024-08-04
268,366608,2,Yes,In Progress,2024-12-02
4301,1226518,3,No,In Progress,2024-04-01
2691,787340,1,Yes,In Progress,2024-09-08
3326,174800,2,Yes,Not Started,2024-04-25
4358,197828,5,No,In Progress,2024-06-28
850,440006,2,Yes,In Progress,2025-01-04
3066,1093734,1,Yes,Completed,2024-06-16
4886,681692,4,Yes,Completed,2024-12-23
698,1033670,4,Yes,Completed,2024-09-03
3200,1106148,4,Yes,Not Started,2024-07-05
3880,72262,2,Yes,In Progress,2024-05-15
4431,505208,5,No,Completed,2024-02-12
3371,133968,5,No,In Progress,2024-06-23
2334,247940,4,No,Not Started,2024-12-16
2697,408440,3,Yes,Completed,2024-10-14
112,311846,2,Yes,In Progress,2024-02-13
4159,378464,4,Yes,In Progress,2025-02-08
1614,1209694,5,Yes,Not Started,2024-03-20
2530,628430,2,Yes,Completed,2024-08-27
1169,854690,1,No,Not Started,2024-08-06
3461,796450,4,Yes,Not Started,2024-12-27
2448,515262,5,No,Completed,2024-07-07
3491,954710,4,Yes,Not Started,2024-02-22
1191,323950,1,Yes,In Progress,2024-02-23
2916,425086,3,No,Not Started,2024-02-27
46,419308,3,No,Not Started,2024-02-16
2113,764164,2,Yes,Completed,2024-02-15
1431,743970,4,No,In Progress,2025-01-21
766,624118,1,No,Completed,2024-10-19
466,355622,5,No,Completed,2024-07-03
4422,548044,4,No,Completed,2024-07-17
3196,686764,3,No,Not Started,2024-06-28
226,1144288,2,Yes,In Progress,2024-07-10
487,1163894,2,Yes,In Progress,2024-07-04
778,343818,5,Yes,Completed,2024-10-04
2533,529424,1,Yes,In Progress,2024-07-09
4445,1136446,3,No,Completed,2024-03-09
4065,882128,2,Yes,Completed,2024-04-03
786,538560,5,No,Completed,2024-07-16
338,1169062,3,Yes,Completed,2024-06-28
1370,883138,2,Yes,Completed,2024-10-29
4640,760066,3,No,Completed,2024-11-22
3267,331970,5,Yes,In Progress,2024-04-02
2722,721202,4,Yes,Completed,2024-07-31
4479,218596,2,No,Not Started,2024-11-19
1850,42643,1,Yes,Not Started,2024-12-19
3951,459207,1,No,Not Started,2024-02-26
2405,1022108,4,Yes,Not Started,2024-08-06
4319,1004788,4,Yes,Not Started,2025-01-24
2188,790034,4,No,In Progress,2024-08-30
1515,214794,1,Yes,Completed,2024-06-09
3037,1002210,2,No,Not Started,2024-12-22
3029,578900,5,Yes,Not Started,2025-02-02
3253,1127048,1,Yes,In Progress,2024-02-25
3290,985922,3,No,Completed,2025-02-10
4124,520876,3,No,Not Started,2024-07-04
3286,865630,4,Yes,In Progress,2024-10-21
742,625670,1,Yes,In Progress,2024-05-26
1228,852426,3,No,In Progress,2024-06-10
3407,1183094,4,Yes,In Progress,2024-02-17
1019,1183094,1,No,Completed,2024-07-23
348,650720,4,Yes,Not Started,2024-06-26
3402,59535,2,Yes,Not Started,2025-01-18
1885,284118,1,Yes,In Progress,2024-08-23
2489,742300,5,No,Completed,2024-02-24
4544,981600,4,Yes,In Progress,2025-01-30
1281,640426,5,No,Not Started,2024-04-04
860,502240,4,No,In Progress,2024-11-26
2800,689868,2,Yes,Not Started,2024-03-08
2265,650222,5,Yes,In Progress,2024-09-01
4492,938560,4,Yes,In Progress,2024-05-19
2735,1147064,5,No,Completed,2024-03-17
889,1196700,1,Yes,In Progress,2024-06-23
4098,235112,4,No,In Progress,2024-12-29
315,676554,4,No,Not Started,2024-03-23
2421,967380,5,Yes,Completed,2024-11-26
194,358062,3,No,Not Started,2024-07-28
4299,1098994,3,Yes,Completed,2024-03-23
4536,507600,3,No,Not Started,2024-04-20
2996,925286,3,Yes,Not Started,2024-07-26
3297,890810,1,No,Not Started,2024-04-06
3093,419318,4,No,Not Started,2025-02-06
1456,1265814,1,No,Not Started,2024-11-19
197,1100746,3,No,In Progress,2025-02-09
1328,559046,1,No,Completed,2024-03-11
2284,181268,4,Yes,Not Started,2024-10-28
1934,1047508,1,No,In Progress,2024-12-13
4752,977474,1,Yes,Completed,2024-09-24
1028,537878,3,Yes,In Progress,2024-07-08
2269,1282064,5,Yes,In Progress,2024-03-10
4868,563650,5,Yes,Completed,2024-09-05
1607,998580,1,Yes,Completed,2024-11-19
2109,939962,3,No,Not Started,2024-08-19
4241,846412,1,No,Not Started,2024-09-27
3869,749616,5,Yes,Not Started,2025-01-21
1445,73080,2,Yes,Completed,2024-07-22
4996,907386,1,No,Not Started,2024-12-14
2863,215728,1,No,Not Started,2024-11-18
4230,970252,1,No,In Progress,2024-06-10
3882,380206,4,Yes,Not Started,2024-05-06
506,1120554,3,No,Completed,2024-12-13
2775,927336,1,Yes,Completed,2024-06-19
2800,1269590,5,No,Completed,2024-03-20
405,767656,2,Yes,Not Started,2024-03-07
1424,968292,5,Yes,In Progress,2024-09-18
4798,1171994,3,Yes,Completed,2024-04-26
1319,554384,2,No,Completed,2024-12-14
838,555340,4,No,Completed,2024-09-29
3801,764076,1,Yes,Completed,2024-04-25
2275,581598,3,Yes,In Progress,2024-11-27
1266,573716,2,No,Not Started,2024-12-09
789,843620,4,Yes,Not Started,2024-03-28
4551,679158,2,No,Completed,2024-09-07
1455,565000,4,No,Not Started,2024-11-30
3617,1001010,4,Yes,Completed,2024-04-14
4945,967424,3,No,Completed,2024-05-20
1780,1041176,5,Yes,In Progress,2024-07-09
504,134144,2,No,Completed,2024-11-10
4823,881062,4,No,In Progress,2024-10-03
3434,173888,2,No,In Progress,2025-01-26
132,869716,5,Yes,Not Started,2024-06-25
962,249950,3,No,Completed,2024-10-18
201,601260,5,Yes,Not Started,2024-06-22
2716,1090788,4,Yes,In Progress,2024-09-19
2317,1122306,5,Yes,In Progress,2025-01-20
3886,951304,1,Yes,In Progress,2024-06-10
3233,46933,1,No,Not Started,2024-05-29
2256,1095488,3,No,Completed,2024-08-02
351,248338,2,No,Not Started,2024-09-21
1185,805882,3,Yes,Not Started,2025-01-07
3750,1019552,2,No,In Progress,2024-07-21
2551,581352,4,No,In Progress,2024-03-31
2125,559328,2,No,Completed,2025-01-02
4969,1033670,4,No,In Progress,2025-02-11
4398,402508,4,No,Completed,2024-11-09
3231,591116,5,No,Not Started,2024-06-18
3783,1169188,1,No,In Progress,2024-09-19
1425,1249146,5,Yes,Completed,2024-04-02
1477,1188410,2,No,Completed,2024-11-20
3166,1214144,1,No,Not Started,2024-05-30
620,277770,2,Yes,In Progress,2024-05-22
2228,1116366,4,No,Completed,2024-03-17
821,1180960,2,Yes,Completed,2024-05-31
1816,696616,4,No,Not Started,2024-09-15
411,722176,3,Yes,Completed,2024-09-01
3480,410196,5,Yes,In Progress,2024-08-19
2859,717278,3,Yes,Completed,2024-04-26
705,484132,1,Yes,Completed,2024-05-28
2067,922828,3,Yes,Not Started,2024-05-23
4972,374590,3,No,Completed,2024-11-01
2545,26648,5,No,In Progress,2025-01-05
3875,1013838,3,Yes,Not Started,2024-10-11
3110,1249378,1,Yes,Not Started,2025-01-28
4942,369662,5,No,In Progress,2024-04-16
4407,960786,3,Yes,In Progress,2024-07-22
1830,1095116,3,Yes,Not Started,2025-02-07
2603,317278,2,No,Not Started,2024-10-24
862,212506,2,No,Not Started,2024-07-08
293,406922,5,Yes,Completed,2024-06-17
4992,352782,4,Yes,In Progress,2024-06-24
1698,902480,4,No,Completed,2024-05-06
2108,575676,5,Yes,In Progress,2024-11-13
3371,1021104,5,No,In Progress,2024-08-29
1830,99946,3,No,In Progress,2024-08-19
1893,197610,5,Yes,Not Started,2024-03-25
4763,407796,2,Yes,Not Started,2024-10-02
1143,593128,4,Yes,Completed,2025-01-27
4450,733694,5,Yes,In Progress,2024-05-02
1319,348920,3,Yes,Completed,2024-12-04
3191,1012040,1,Yes,Not Started,2024-12-26
949,998100,5,Yes,Completed,2024-09-04
964,431576,1,Yes,Completed,2025-02-11
4713,1188742,1,Yes,Completed,2024-09-10
2377,242176,3,No,In Progress,2024-09-12
2089,1169188,3,No,Not Started,2024-03-09
4628,474150,2,No,Completed,2024-10-16
3485,531710,2,Yes,Not Started,2024-12-29
2590,22825,1,Yes,In Progress,2024-09-14
2275,198692,1,Yes,Completed,2024-10-16
838,971022,5,No,In Progress,2024-11-11
3794,1165016,3,No,In Progress,2024-07-27
373,1164876,2,Yes,In Progress,2024-05-18
236,575644,3,Yes,Completed,2024-04-05
1306,1252318,3,Yes,Completed,2024-08-07
454,1123250,3,No,In Progress,2024-12-21
3838,1155262,4,No,Not Started,2024-11-07
4184,661774,3,No,Completed,2024-12-22
520,447362,1,No,In Progress,2024-09-26
344,527834,4,Yes,Not Started,2024-08-11
3492,398456,5,No,In Progress,2024-10-29
382,566678,3,Yes,Not Started,2024-03-17
4160,997814,3,Yes,Not Started,2024-06-10
4986,929146,1,No,In Progress,2024-09-10
81,1143032,4,No,Completed,2024-07-18
362,425910,4,Yes,Not Started,2025-01-20
2419,1056242,3,No,Completed,2024-08-23
2586,788514,5,No,In Progress,2024-05-09
2541,1113036,5,Yes,Completed,2024-10-20
3995,739770,1,Yes,In Progress,2024-12-31
4361,1127988,2,Yes,Completed,2025-01-28
2321,1000574,3,Yes,Completed,2024-02-23
812,471546,1,No,In Progress,2024-07-07
3883,615600,4,No,Not Started,2024-08-07
4743,619856,1,No,Not Started,2024-07-23
1337,741898,3,Yes,Completed,2024-08-14
3432,474212,2,No,Not Started,2024-09-05
2772,312860,4,No,Not Started,2024-04-06
3501,1023062,1,No,Completed,2024-09-12
4345,1251654,2,Yes,In Progress,2024-08-06
226,801702,1,Yes,Completed,2024-07-23
4179,929526,3,Yes,In Progress,2025-01-11
1488,663702,5,No,Completed,2024-12-09
3046,760306,3,Yes,In Progress,2025-02-04
3273,401784,1,No,Not Started,2024-07-24
56,909970,2,Yes,In Progress,2024-10-23
1994,575676,3,Yes,In Progress,2024-04-04
204,615600,5,No,Completed,2025-02-02
2882,199822,2,No,Not Started,2024-08-07
377,411778,1,No,In Progress,2024-04-12
3352,219756,2,No,Not Started,2024-08-19
4510,910624,4,Yes,Not Started,2024-04-17
2903,379196,2,Yes,Completed,2024-03-17
1054,719698,3,No,Not Started,2024-07-07
3887,607360,4,No,Not Started,2024-10-07
3257,1009068,5,No,Completed,2024-12-24
1478,622284,5,No,Not Started,2024-09-30
569,736250,1,No,Not Started,2024-10-22
3591,615106,5,Yes,Completed,2024-09-11
1326,94432,3,No,In Progress,2024-10-14
3119,1006314,1,No,Not Started,2024-04-12
1237,934614,3,No,Completed,2024-09-09
313,149602,3,Yes,Completed,2024-06-25
1594,981684,4,No,Not Started,2024-08-13
3184,874656,2,No,In Progress,2025-01-26
3493,546656,2,Yes,Not Started,2024-09-22
3349,501996,1,Yes,Not Started,2024-10-14
2561,709180,1,No,In Progress,2025-01-18
2164,105350,1,No,Not Started,2024-07-14
264,17922,5,No,In Progress,2024-12-26
2243,516064,1,No,In Progress,2024-12-23
3717,364426,3,Yes,Completed,2024-07-25
903,436496,5,Yes,In Progress,2025-02-01
3965,1217064,2,No,Not Started,2024-10-04
2081,1204208,4,Yes,In Progress,2024-03-22
1965,1167536,2,No,Not Started,2024-05-22
4501,1165096,2,No,Completed,2024-10-04
2427,30261,3,Yes,Not Started,2024-08-27
3962,213154,4,No,In Progress,2024-08-19
1973,149728,1,Yes,In Progress,2025-01-17
1264,286070,2,Yes,Completed,2024-03-17
4845,219838,4,No,In Progress,2024-04-11
3325,197610,4,Yes,In Progress,2024-05-09
1831,1187084,2,No,Not Started,2025-02-09
4103,269082,3,Yes,In Progress,2024-09-07
2825,619296,3,Yes,Not Started,2024-11-23
1603,808292,5,Yes,Completed,2025-01-25
4933,975916,2,No,Not Started,2024-03-08
4112,579202,2,No,In Progress,2024-10-04
4866,177614,1,Yes,Completed,2024-07-04
2448,1232356,3,No,Completed,2024-07-22
233,1003568,5,Yes,In Progress,2024-03-05
538,28172,2,No,Not Started,2024-08-19
212,1048302,2,No,Completed,2024-09-04
1046,936884,4,No,Completed,2025-02-06
1874,704582,2,Yes,Not Started,2024-03-25
4365,321410,2,No,Completed,2024-09-24
3829,1085646,2,No,In Progress,2024-05-13
3507,941310,1,Yes,In Progress,2025-02-11
1598,787236,5,No,Completed,2024-06-25
1757,959144,3,No,Not Started,2024-02-23
2033,1262470,2,No,In Progress,2024-03-31
1623,201942,5,Yes,Not Started,2024-10-05
1873,499904,4,Yes,Not Started,2024-02-25
3824,1047968,1,No,In Progress,2024-07-20
4628,42491,3,Yes,Completed,2025-01-06
4521,897162,1,Yes,Completed,2024-09-06
1089,1225030,1,No,Not Started,2024-09-25
1873,19653,2,No,Completed,2025-02-04
585,249126,2,Yes,In Progress,2024-08-25
2046,637066,4,Yes,In Progress,2024-05-20
3273,215728,1,Yes,In Progress,2024-09-27
4793,148982,1,Yes,Not Started,2024-06-27
1699,326338,2,Yes,Completed,2024-12-25
1361,188498,3,No,Not Started,2024-09-26
5,222062,2,Yes,Completed,2024-04-10
3008,924216,1,Yes,In Progress,2024-04-08
4997,399170,2,Yes,Not Started,2024-06-27
1869,838320,2,No,Not Started,2024-12-14
3491,473474,2,Yes,Not Started,2024-08-25
3701,725906,4,No,Not Started,2024-09-13
3600,342084,5,No,Completed,2024-08-13
4054,641236,1,Yes,Not Started,2024-02-18
4261,447362,2,Yes,Not Started,2024-05-29
887,1034414,4,Yes,Not Started,2024-04-05
836,933666,5,No,In Progress,2025-01-17
1359,917724,1,Yes,In Progress,2025-01-14
3845,690918,2,No,Completed,2024-08-28
1650,552504,1,Yes,Not Started,2024-12-03
3260,575880,1,Yes,Not Started,2024-04-15
3004,273256,2,No,Completed,2024-05-19
983,260444,3,Yes,Completed,2024-10-27
1898,117004,3,Yes,In Progress,2024-04-08
4600,883324,4,Yes,In Progress,2024-12-22
4994,1106490,2,Yes,Not Started,2025-01-10
916,41961,1,No,Completed,2024-03-07
2929,597084,2,Yes,Not Started,2024-04-09
1427,266682,5,Yes,Not Started,2024-08-04
3038,395652,1,Yes,Not Started,2024-07-26
1620,48841,5,No,In Progress,2025-01-02
2778,72262,3,Yes,Completed,2024-03-30
2335,481002,3,Yes,Not Started,2024-04-06
3234,1090408,5,No,In Progress,2024-02-13
2538,1171994,4,No,Not Started,2024-06-09
2612,364428,1,Yes,Not Started,2025-01-01
763,602812,1,Yes,Completed,2024-06-29
1729,961996,4,No,Not Started,2024-06-16
3672,138228,4,Yes,Completed,2024-08-24
4030,1143148,4,Yes,In Progress,2024-08-02
3462,737832,5,No,In Progress,2024-10-04
2608,47504,1,Yes,In Progress,2024-09-21
1255,910838,4,No,Not Started,2024-10-29
2663,459926,2,Yes,Not Started,2024-08-08
1341,1156530,3,Yes,Completed,2024-04-27
1218,767256,1,Yes,In Progress,2025-01-19
3351,1197650,2,Yes,Not Started,2024-11-15
4662,405840,2,No,Not Started,2024-04-20
755,637176,2,No,Completed,2025-01-24
1624,569436,3,No,Not Started,2024-09-27
991,1230950,1,No,In Progress,2024-12-08
1812,1229274,5,Yes,Completed,2024-07-16
3952,978728,1,Yes,Completed,2024-09-24
1463,987064,5,No,In Progress,2024-11-28
2419,145812,5,No,Not Started,2024-08-31
2137,60792,1,No,Completed,2024-11-10
2225,669174,4,No,Completed,2024-02-17
885,1164570,5,No,In Progress,2024-05-24
1942,415802,4,Yes,In Progress,2024-07-24
1085,537896,4,No,Not Started,2024-11-01
2261,589778,4,Yes,Completed,2024-05-12
1891,1178820,1,Yes,In Progress,2024-04-27
3625,687742,5,No,Not Started,2024-08-27
1939,403106,4,No,In Progress,2024-12-17
833,439362,4,No,In Progress,2024-11-12
2531,769518,1,Yes,Not Started,2024-12-30
174,975906,1,No,Completed,2025-01-24
2240,554136,4,No,Not Started,2024-04-04
2083,356060,4,Yes,Completed,2025-01-27
1153,252396,5,No,Not Started,2024-06-23
2517,1138162,4,No,In Progress,2024-11-08
